Gene ID;source_id;Product Description;Min %ile (Within Chosen Samples);Max %ile (Within Chosen Samples);P. falciparum Newbold mRNA Seq data - 0 hours - unique (Pf3D7 blood stage RNAseq);P. falciparum Newbold mRNA Seq data - 8 hours - unique (Pf3D7 blood stage RNAseq);P. falciparum Newbold mRNA Seq data - 16 hours - unique (Pf3D7 blood stage RNAseq);P. falciparum Newbold mRNA Seq data - 24 hours - unique (Pf3D7 blood stage RNAseq);P. falciparum Newbold mRNA Seq data - 32 hours - unique (Pf3D7 blood stage RNAseq);P. falciparum Newbold mRNA Seq data - 40 hours - unique (Pf3D7 blood stage RNAseq);P. falciparum Newbold mRNA Seq data - 48 hours - unique (Pf3D7 blood stage RNAseq);P. falciparum Newbold mRNA Seq data - 0 hours - nonunique (Pf3D7 blood stage RNAseq);P. falciparum Newbold mRNA Seq data - 8 hours - nonunique (Pf3D7 blood stage RNAseq);P. falciparum Newbold mRNA Seq data - 16 hours - nonunique (Pf3D7 blood stage RNAseq);P. falciparum Newbold mRNA Seq data - 24 hours - nonunique (Pf3D7 blood stage RNAseq);P. falciparum Newbold mRNA Seq data - 32 hours - nonunique (Pf3D7 blood stage RNAseq);P. falciparum Newbold mRNA Seq data - 40 hours - nonunique (Pf3D7 blood stage RNAseq);P. falciparum Newbold mRNA Seq data - 48 hours - nonunique (Pf3D7 blood stage RNAseq)
PF3D7_0113000;PF3D7_0113000.1;glutamic acid-rich protein GARP;56.1;95.1;31.37;83.01;330.82;444.46;137.49;53.17;56.34;30.6;73.36;345.36;377.84;78.9;34.73;39.07
PF3D7_0113100;PF3D7_0113100.1;surface-associated interspersed protein 1.1 (SURFIN 1.1);6.3;15.5;0.7;1.01;0.83;5.17;4.48;6.52;7.48;1.46;1.42;1.26;3.04;1.39;4.76;4.51
PF3D7_0113200;PF3D7_0113200.1;Plasmodium exported protein, unknown function;66.3;88.6;48.57;63.9;137.33;195.78;142.83;78.68;83.65;36;40.89;100.01;149.79;89.01;78.69;85.4
PF3D7_0113300;PF3D7_0113300.1;Plasmodium exported protein (hyp1), unknown function;24.6;91.9;217.18;259.41;116.37;51.43;45.99;18.49;14.66;210.83;234.18;104.17;38.15;30.3;17.55;12.93
PF3D7_0113400;PF3D7_0113400.1;Plasmodium exported protein, unknown function;9.5;50.7;7.17;12.27;13.31;12.75;9.23;7.83;5.67;10.26;12.15;14.11;14.59;5.01;12.58;8.75
PF3D7_0113600;PF3D7_0113600.1;surface-associated interspersed protein 1.2 (SURFIN 1.2), pseudogene;15.1;41.6;12.8;13.79;4.9;6.49;4.21;10;9.7;17.04;14.19;7.35;4.11;2.29;5.82;5.99
PF3D7_0113700;PF3D7_0113700.1;heat shock protein 40, type II;18.4;89;179.57;174.4;106.79;70.44;64.29;25.17;10.64;254.61;250.33;143.66;113.14;53.76;26.23;18.43
PF3D7_0113800;PF3D7_0113800.1;DBL containing protein, unknown function;10.3;44.5;2.58;4.67;9.46;7.3;2.4;6.06;6.12;2.84;4.6;7.95;3.2;1.77;3.64;3.63
PF3D7_0113900;PF3D7_0113900.1;CX3CL1-binding protein 1;81.6;99.6;2641.57;2421.02;768.62;772.76;171.52;127.48;148.09;2653.35;2578.4;933.02;553.77;221.17;245.09;247.96
PF3D7_0114000;PF3D7_0114000.1;exported protein family 1;9.7;17.2;1.74;2.28;1.77;5.79;3.4;8.31;8.37;4.23;7.24;4.39;6.16;2.29;7.53;9.87
PF3D7_0114100;PF3D7_0114100.1;Pfmc-2TM Maurer's cleft two transmembrane protein;13.3;89.4;4.76;2.56;8.07;233.97;34.66;20.58;13.31;25.56;22.36;59.62;781.15;114.75;93.89;91.01
PF3D7_0114200;PF3D7_0114200.1;exported protein family 3;0;19;0;0;0.53;7.31;0;0;3.52;0.59;0.3;0.63;2.51;1.13;0;2.72
PF3D7_0114300;PF3D7_0114300.1;exported protein family 4, pseudogene;4.2;16.9;0.57;1.23;1.74;5.3;3.11;2.11;1.91;2.9;2.95;4.76;3.28;1.23;4.25;2.53
PF3D7_0114400;PF3D7_0114400.1;erythrocyte membrane protein 1 (PfEMP1), exon 2, pseudogene;0;11;1.98;0;0.81;1.84;2.17;4.41;1.33;1.79;0.46;1.42;1.33;1.28;2.3;2.06
PF3D7_0114500;PF3D7_0114500.1;Plasmodium exported protein (hyp10), unknown function;0;76.2;4.93;0;56.82;19.09;0;0;0;3.72;0;34.31;8.67;0;1.36;0
PF3D7_0114600;PF3D7_0114600.1;stevor, pseudogene;0;11.5;1.16;0.63;0.59;0;0;6.48;3.91;2.64;1.34;1.04;1.68;0;5.31;5.61
PF3D7_0114700;PF3D7_0114700.1;rifin;4.2;80.5;10.69;1.21;76.15;1.31;6.15;10.44;1.89;10.82;1.62;73.56;0.81;1.22;3.73;2.08
PF3D7_0114800;PF3D7_0114800.1;Plasmodium exported protein (hyp7), unknown function;0;17.1;0;0;1.76;0;0;0;0;0;0;1.55;1.66;0;0.72;0.64
PF3D7_0114900;PF3D7_0114900.1;Plasmodium exported protein, unknown function, pseudogene;0;5.5;0;0;0;0;0;0;2.89;0.97;1.49;0.51;0;0;0.71;0.64
PF3D7_0115000;PF3D7_0115000.1;surface-associated interspersed protein 1.3 (SURFIN 1.3);4.8;10.6;0.19;1.12;0.29;3.3;1.55;5.97;2.54;2.84;2.89;3.11;4.41;2.15;8.08;8.69
PF3D7_0115050;PF3D7_0115050.1;H/ACA snoRNA;0;24;0;0;0;0;0;13.89;0;2.12;0;0;1.8;0;6.21;5.55
PF3D7_0115100;PF3D7_0115100.1;Plasmodium exported protein (PHISTa), unknown function;0;10;1.86;0.67;0.63;0;0;4.6;2.08;6.31;3.57;2.22;5.36;7.37;11.81;11.48
PF3D7_0115150;PF3D7_0115150.1;Plasmodium exported protein, unknown function, pseudogene;0;27.7;0.9;0;3.67;0;0;0;0;3.57;2.08;4.31;1.3;0.98;1.5;7.35
PF3D7_0115200;PF3D7_0115200.1;rifin;7.9;21.5;1.48;1.06;0.5;3.44;8.1;9.16;6.64;1.96;1.71;2.06;4.51;3.2;6.14;8.42
PF3D7_0115300;PF3D7_0115300.1;rifin;0;24.5;0.54;1.75;1.1;5.03;0;12.04;14.54;3.37;1.87;7.1;2.34;0;6.72;4.41
PF3D7_0115400;PF3D7_0115400.1;stevor;7;56.5;8.45;1.95;18.43;15.43;13.2;15.67;4.06;10.59;1.74;14.77;11.88;3.91;6.5;3.13
PF3D7_0115500;PF3D7_0115500.1;erythrocyte membrane protein 1 (PfEMP1), pseudogene;0;24.1;0;0;3;1.96;0;4.68;1.41;11.91;10.91;7.04;6.27;7.28;13.6;11.23
PF3D7_0115600;PF3D7_0115600.1;rifin;11;62.3;6.24;13.95;19.53;54.64;10.49;19.57;6.45;8.14;19.34;23.2;42.14;7.77;13.51;8.53
PF3D7_0115700;PF3D7_0115700.1;erythrocyte membrane protein 1, PfEMP1;17.4;50;4.71;5.97;12.71;10.19;10.4;22.4;19.17;7.16;8.86;12.84;8.26;7.69;17.06;16.05
PF3D7_0200100;PF3D7_0200100.1;erythrocyte membrane protein 1, PfEMP1;14.5;47.4;4.26;14.91;11.05;5.2;4.66;14.61;15.38;7.11;14.78;13.22;7.72;8.05;16.85;16.01
PF3D7_0200200;PF3D7_0200200.1;rifin;0;19.7;3.26;1.76;2.21;3.79;2.97;0;5.48;4.62;1.57;3.25;3.4;2.35;5.41;4.43
PF3D7_0200300;PF3D7_0200300.1;erythrocyte membrane protein 1 (PfEMP1), exon 2;0;7.2;0.83;0;0;1.92;0;3.07;4.17;11.46;15.23;13.08;19.25;14.29;8.22;13.78
PF3D7_0200400;PF3D7_0200400.1;stevor;0;15.5;0.6;1.29;0;2.78;0;8.87;4.02;0.68;1.38;0.36;0.86;0.65;8.42;3.99
PF3D7_0200500;PF3D7_0200500.1;rifin;0;19;0;0;0;0;0;10.94;8.25;4.17;3.11;3.52;4.48;5.84;10.58;8.37
PF3D7_0200600;PF3D7_0200600.1;rifin;0;14;0.48;0;0;1.13;2.65;3.6;8.14;0.82;1.68;0.29;1.86;1.57;3.21;3.95
PF3D7_0200700;PF3D7_0200700.1;rifin;0;33.2;0.55;1.19;0;1.28;0;20.43;11.1;2.18;1.27;0.33;3.17;2.38;8.67;8.16
PF3D7_0200800;PF3D7_0200800.1;erythrocyte membrane protein 1 (PfEMP1), exon 2, pseudogene;0;6.2;0;0;0;0;0;3.35;0;4.59;4.68;4.04;4.12;3.9;11.59;14.04
PF3D7_0200900;PF3D7_0200900.1;stevor, pseudogene;0;6.2;0.61;0;0;0;0;2.27;2.06;1.04;0.7;0.73;1.76;2.64;3.04;5.44
PF3D7_0201000;PF3D7_0201000.1;rifin;0;6.2;0.58;0.63;0;0;0;0;1.96;2.64;1.34;1.39;0.56;1.26;10.13;10.79
PF3D7_0201100;PF3D7_0201100.1;Plasmodium exported protein, unknown function, fragment;0;28.9;0;2.77;0;0;14.03;0;0;0;2.96;0;1.23;2.77;6.38;15.22
PF3D7_0201200;PF3D7_0201200.1;rifin;0;13.3;0;0;0;1.19;0;7.58;1.72;0;0.59;0;0.49;0.55;4.65;4.16
PF3D7_0201300;PF3D7_0201300.1;stevor;0;9.9;0.6;0.64;0.61;2.77;0;4.42;6;0.34;0.69;0.71;0.86;1.29;3.95;4.85
PF3D7_0201400;PF3D7_0201400.1;Plasmodium exported protein (hyp10), unknown function;0;20.3;1.16;0;2.36;0;0;4.31;0;0.66;0.67;4.16;1.11;0;3.85;1.72
PF3D7_0201500;PF3D7_0201500.1;Plasmodium exported protein (hyp9), unknown function;64.9;92.5;52.18;43.11;215.33;181.12;109.41;76.9;64.85;55;43.23;205.27;177.77;118.17;77.58;77.32
PF3D7_0201600;PF3D7_0201600.1;PHISTb domain-containing RESA-like protein 1;32;83.4;27.75;40.8;90.46;113.34;30.75;19.48;20.16;44.14;64.15;149.58;153.6;42.96;17.71;18.34
PF3D7_0201700;PF3D7_0201700.1;DnaJ protein, putative;15.4;93.5;302.25;268.88;76.59;22.1;4.42;13.51;12.91;406.89;393.93;102.42;28.17;6.56;14.25;14.84
PF3D7_0201800;PF3D7_0201800.1;knob associated heat shock protein 40;47.6;93.8;139.52;255.4;259.35;323.31;54.31;33.65;33.38;250.97;470.41;459.27;396.3;68.14;47.95;40.64
PF3D7_0201900;PF3D7_0201900.1;erythrocyte membrane protein 3;18.1;91.9;12.47;28.78;199.1;45.98;19.18;11.91;10.53;15.92;40.58;294.78;47.2;18.23;14.53;14.05
PF3D7_0202000;PF3D7_0202000.1;knob-associated histidine-rich protein;97.8;100;5202.37;24140;107558.06;14387;3316.36;883.71;872.37;4299.28;17671.61;79783;7380.59;1765.05;571.32;568.03
PF3D7_0202100;PF3D7_0202100.1;liver stage associated protein 2;75.7;98.3;1076.24;546.85;118.77;138.44;101.94;209.78;252.65;1124.84;655.5;131.45;103.11;96.85;242.72;224.19
PF3D7_0202200;PF3D7_0202200.1;EMP1-trafficking protein;44.7;98;950.24;551.18;117.29;97.56;30.82;53.45;79.97;1399.09;1025.6;200.82;178.93;49.41;72.65;87.71
PF3D7_0202300;PF3D7_0202300.1;Plasmodium exported protein (hyp11), unknown function;19.5;71.6;6.12;4.4;4.85;79.05;18.59;17.66;11.43;11.16;6.27;6.5;124.41;30.87;16.9;17.64
PF3D7_0202400;PF3D7_0202400.1;translation-enhancing factor;17.5;64.6;4.74;8.06;22.08;59.67;32.57;11.9;15.91;4.67;7.74;23.53;39.1;13.37;9.11;12.34
PF3D7_0202500;PF3D7_0202500.1;early transcribed membrane protein 2;95.2;99.8;5793.8;4950.23;2877.87;2613.59;521.5;1933.81;1963.22;6025.57;5749.23;3470.12;2282.69;439.92;2035.17;1957.58
PF3D7_0202600;PF3D7_0202600.1;nucleic acid binding protein, putative;23.4;53.6;13.18;12.14;15.9;21.79;11.14;14.11;13.69;13.76;12.59;15.65;19.37;19.37;16.54;16.2
PF3D7_0202600;PF3D7_0202600.2;nucleic acid binding protein, putative;23.4;53.6;13.18;12.14;15.9;21.79;11.14;14.11;13.69;13.76;12.59;15.65;19.37;19.37;16.54;16.2
PF3D7_0202700;PF3D7_0202700.1;octaprenyl pyrophosphate synthase;25.2;64.4;34.16;6.19;7.92;31.44;57.31;58.96;51.13;29.27;10.52;8.48;48.55;61.75;67.52;57.13
PF3D7_0202800;PF3D7_0202800.1;conserved Plasmodium protein, unknown function;0;63;10.55;4.87;0;24.51;24.7;55.88;40.49;10.23;5.21;2.7;13.74;19.53;48.67;45.76
PF3D7_0202900;PF3D7_0202900.1;palmitoyltransferase DHHC12, putative;18;82.6;7.6;5.45;1.93;10.3;76.12;136.18;114.83;16.83;10.94;4.53;20.36;88.9;123.22;127.55
PF3D7_0203000;PF3D7_0203000.1;repetitive organellar protein, putative;9;33.3;12.06;7.93;1.97;3;10.06;10.93;13.61;8.96;6.15;2.03;2.12;4.68;9.53;9.28
PF3D7_0203100;PF3D7_0203100.1;protein kinase, putative;11.4;37.1;5.87;6.79;2.16;3.92;2.81;19.31;23.9;6.68;6.67;2.63;3.27;2.22;18.47;19.77
PF3D7_0203200;PF3D7_0203200.1;conserved Plasmodium protein, unknown function;36.1;82.2;58.13;114.78;65.36;28.36;21.58;22.63;27.73;46.49;88.86;56.13;34.28;27.53;44;35.09
PF3D7_0203300;PF3D7_0203300.1;ERCC1 nucleotide excision repair protein, putative;18.1;50.2;8.25;4.04;3.05;34.87;36.9;11.13;30.24;16.13;10.37;4.03;51.14;58.36;56.55;52.24
PF3D7_0203400;PF3D7_0203400.1;conserved Plasmodium protein, unknown function;41.5;94.2;63.4;23.47;8.07;119.75;433.23;161.7;272.93;325.07;53.63;16.56;315.81;355.37;205.18;189.36
PF3D7_0203500;PF3D7_0203500.1;tRNA Glutamine;0;42.5;0;0;0;0;0;28.18;25.52;0;8.75;0;0;0;6.29;5.63
PF3D7_0203600;PF3D7_0203600.1;conserved Plasmodium protein, unknown function;23;55.6;13.18;7.72;3.5;9.33;39.17;40.4;43.33;20.27;10.07;4.11;11.15;49.24;51.29;49.69
PF3D7_0203700;PF3D7_0203700.1;protein MAK16, putative;9.3;79.3;55.51;45.51;53.12;112.67;49.82;19.98;5.57;84.37;84.46;155.07;189.35;33.12;12.36;14.12
PF3D7_0203800;PF3D7_0203800.1;conserved Plasmodium protein, unknown function;23;38.8;12.08;7.23;5.47;17.17;16.52;24.91;13.53;12.15;8.7;4.81;13.7;21.04;21.69;21.39
PF3D7_0203900;PF3D7_0203900.1;5'-3' exonuclease, N-terminal resolvase-like domain, putative;34;73;20.5;9.51;10.91;54.25;89.64;35.1;25.43;18.02;10.17;10.36;46.03;70.19;26.65;23.13
PF3D7_0204000;PF3D7_0204000.1;condensin-2 complex subunit H2, putative;8.5;32.4;2.06;1.23;1.16;9.03;17.48;10.17;9.98;5.17;2.76;1.91;8.77;17.77;11.17;13.37
PF3D7_0204100;PF3D7_0204100.1;Sel1 repeat-containing protein, putative;26.5;78.1;24.13;11.2;4.28;11.26;28.64;106.91;94.69;32.2;16.51;7.25;10.14;25.65;108.92;109.11
PF3D7_0204200;PF3D7_0204200.1;conserved Plasmodium protein, unknown function;83.4;95.7;317.84;412.49;402.48;220.27;151.08;202.62;187.93;262.09;305.46;287.97;183.24;115.18;141.75;150.65
PF3D7_0204300;PF3D7_0204300.1;conserved Plasmodium protein, unknown function;20.1;74.9;36.87;63.09;53.23;47.42;31.45;11.64;16.69;30.63;56.33;43.25;35.41;26;11.27;13.95
PF3D7_0204400;PF3D7_0204400.1;dynein light chain, putative;35.8;77.3;20.25;49.08;13.74;70.62;110.71;31.31;22.68;22.92;59.29;17.13;57.53;52.89;25.17;20.01
PF3D7_0204500;PF3D7_0204500.1;aspartate transaminase;50.8;81.5;25.59;36.75;16.91;128.37;115.35;61.62;37.71;53.09;104.98;63.79;194.42;144.08;79.6;74.84
PF3D7_0204600;PF3D7_0204600.1;5'-3' exonuclease, putative;25.7;56.8;8.28;10.24;9.98;35.99;47.77;18.2;24.21;9.37;11.04;11.62;39.97;32.63;21.85;20.56
PF3D7_0204700;PF3D7_0204700.1;hexose transporter;86.9;96.7;146.19;181.16;191.38;725.77;589.96;583.81;531.18;410.87;501.6;560.28;814.13;822.91;661.17;633.79
PF3D7_0204800;PF3D7_0204800.1;3'-5' exonuclease, putative;38.2;65.8;30.16;21.19;8.9;41.66;66.91;24.32;27.9;27.2;19.13;9.92;44.07;58.09;24.99;23.32
PF3D7_0204900;PF3D7_0204900.1;2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial, putative;41.7;69.3;36.97;13.83;10.97;40.58;75.78;36.19;37.95;35.73;11.83;10.73;47.82;94.87;42.96;40.32
PF3D7_0205000;PF3D7_0205000.1;conserved Plasmodium protein, unknown function;9.8;20.8;1.79;2.31;1.82;7.49;5.87;11.96;12.03;2.03;3.51;1.92;7.74;4.26;8.31;9.02
PF3D7_0205100;PF3D7_0205100.1;conserved Plasmodium protein, unknown function;0;23.9;1.29;1.11;0;5.4;9.88;1.92;6.94;4.82;2.23;1.7;5.33;5.86;5.56;6.12
PF3D7_0205200;PF3D7_0205200.1;MORN repeat protein, putative;0;33.5;5.55;1;0;0;5.06;20.59;3.11;6.81;2.13;2.76;2.22;7;12.27;6.17
PF3D7_0205300;PF3D7_0205300.1;conserved Plasmodium protein, unknown function;7.4;19.2;3.55;0.95;1.5;4.81;6.46;7.67;9.93;3.18;1.7;2.47;3.12;4.15;3.18;5.03
PF3D7_0205400;PF3D7_0205400.1;PCI domain-containing protein, putative;65;81.2;58.11;46.72;29.97;124.9;91.38;73.82;77.56;82.86;88.25;44.19;128.4;94.18;63.64;63.1
PF3D7_0205500;PF3D7_0205500.1;DNA-directed RNA polymerase II 16 kDa subunit, putative;83.5;91.4;115.12;126.94;171.55;184.78;172.31;264.38;207.21;165.15;209.95;220.1;303.99;337.63;153.29;116.77
PF3D7_0205600;PF3D7_0205600.1;conserved Plasmodium protein, unknown function;39.9;70.3;25.22;12.66;11.08;49.3;78.34;42.53;36.59;29.83;17.33;14.54;58.07;95.69;47.96;55.63
PF3D7_0205700;PF3D7_0205700.1;RNA-binding protein, putative;57;94.1;259.93;353.03;217.11;64.6;62.56;45.48;52.18;221.97;254.21;170.8;70.64;71.54;88.04;85.39
PF3D7_0205700;PF3D7_0205700.2;RNA-binding protein, putative;57;94.1;259.93;353.03;217.11;64.6;62.56;45.48;52.18;221.97;254.21;170.8;70.64;71.54;88.04;85.39
PF3D7_0205800;PF3D7_0205800.1;PH domain-containing protein, putative;24.4;89;37.66;11.36;3.07;84.04;230.58;156.48;151.84;68.18;38.17;16.19;73.05;310.89;309.52;310.28
PF3D7_0205900;PF3D7_0205900.1;26S proteasome regulatory subunit RPN1, putative;78.6;92.1;98.77;93.19;111.07;225.66;320.46;258.73;259.67;104.19;97.27;121.99;221.18;327.91;290.78;291.33
PF3D7_0206000;PF3D7_0206000.1;DNA repair protein RAD2, putative;16;57.5;15.62;29.25;15.65;12.85;8.54;13.37;9.29;17.74;31.14;17.79;15.23;9.22;11.15;14.15
PF3D7_0206100;PF3D7_0206100.1;cysteine desulfuration protein SufE;41.6;79.7;17.5;37.69;20.03;115.25;59.79;83.85;85.74;25.99;58.79;38.74;96.26;67.75;58.59;57.26
PF3D7_0206200;PF3D7_0206200.1;pantothenate transporter;22.4;91;41.22;36.07;7.21;23.96;8.8;252.08;240.21;65.23;74.37;15.19;26.59;35.15;259.87;267
PF3D7_0206300;PF3D7_0206300.1;pentafunctional AROM polypeptide, putative, pseudogene;26.9;79;45.64;88.65;69.31;47.66;26.64;17.64;16.37;46.91;80.26;63.23;49.93;29.48;14.53;14.13
PF3D7_0206500;PF3D7_0206500.1;conserved Plasmodium protein, unknown function;35.5;86.6;144.1;109.57;67.26;38.04;33.28;22.12;22.59;125.37;89.34;57.25;41.59;30.97;24.59;22.27
PF3D7_0206600;PF3D7_0206600.1;DNA-directed RNA polymerase III subunit RPC10, putative;19.8;69;30.66;23.85;12.14;71.28;27.94;37.92;11.45;39.52;50.04;23.39;79.33;58.9;28.23;22.72
PF3D7_0206700;PF3D7_0206700.1;adenylosuccinate lyase;82.4;92.4;145.59;180.1;108.08;136.45;145.66;247.84;288.05;182.87;174.37;100.98;160.93;130.61;236.76;243.49
PF3D7_0206800;PF3D7_0206800.1;merozoite surface protein 2;96.6;99.9;3125.48;2726.92;873.15;785.35;3281.28;12689.3;12289.05;2172.42;1806.92;627.03;392.69;1127.6;8657.06;8315.15
PF3D7_0206900;PF3D7_0206900.1;merozoite surface protein 5;49.1;97.7;125.79;92.66;11.94;53.03;167.46;732.62;821.2;141.97;92.34;14.79;59.14;125.35;477.34;494.48
PF3D7_0206900;PF3D7_0206900.2;merozoite surface protein 5;49.1;97.7;125.79;92.66;11.94;53.03;167.46;732.62;821.2;141.97;92.34;14.79;59.14;125.35;477.34;494.48
PF3D7_0207000;PF3D7_0207000.1;merozoite surface protein 4;67.5;98.9;231.02;85.58;34.65;128.82;368.64;1493.59;1496.31;210.03;91.52;38.27;77.9;265.49;1093.06;1092.76
PF3D7_0207100;PF3D7_0207100.1;conserved Plasmodium protein, unknown function;39.2;71.2;59.61;45.76;7.44;22.08;35.38;75.13;72.96;51.44;37.4;7.67;19.15;32.83;71.36;74.8
PF3D7_0207200;PF3D7_0207200.1;iron-sulfur assembly protein, putative;13.2;54.2;4.53;4.88;1.15;26.32;43.32;21;19.02;15.37;8.48;14.87;22.29;31.81;24.39;27.68
PF3D7_0207300;PF3D7_0207300.1;serine repeat antigen 8;0;10.6;1.61;0.58;0.27;3.12;0;5.97;5.4;1.97;1.7;0.8;1.67;0.58;6.22;4.57
PF3D7_0207400;PF3D7_0207400.1;serine repeat antigen 7;35.1;88.4;70.06;14.3;7.25;18.34;189.4;196.36;189.49;83.63;15.74;9.88;18.2;215.05;215.6;223.18
PF3D7_0207500;PF3D7_0207500.1;serine repeat antigen 6;38;90.1;112.87;17.5;15.82;20.94;252.97;192.64;211.27;128.71;19.43;18.03;22.56;208.4;266.03;277.03
PF3D7_0207600;PF3D7_0207600.1;serine repeat antigen 5;75.3;99.4;1353.59;197.89;121.75;92.56;1076.3;2021.83;1998.69;1220.45;195.65;115.58;128.73;1525.09;2266.73;2249.82
PF3D7_0207700;PF3D7_0207700.1;serine repeat antigen 4;44.3;96.4;110.35;18.96;12.71;27.28;569.09;550.51;518.95;147.78;26.05;16.27;31.81;462.01;530.51;518.04
PF3D7_0207800;PF3D7_0207800.1;serine repeat antigen 3;37.4;91.1;75.77;19.4;11.95;20.48;110.24;231.7;254.58;72.55;18.83;10.75;16.36;139.83;235.52;237.46
PF3D7_0207900;PF3D7_0207900.1;serine repeat antigen 2;12;57.4;8.9;2.31;2.35;4.21;30.63;41.57;45.96;13.99;3.13;3.35;4.04;36.15;42.46;44.32
PF3D7_0208000;PF3D7_0208000.1;serine repeat antigen 1;9;46;21.07;6.91;1.68;2.98;16.02;27.18;30.16;19.38;6.44;2.3;4.05;13.66;31.27;30.27
PF3D7_0208100;PF3D7_0208100.1;conserved Plasmodium protein, unknown function;22.5;69.8;14.26;5.26;3.01;24.14;76.82;55.91;51.66;20.34;7.1;4.19;21.76;73.83;61.5;60.43
PF3D7_0208200;PF3D7_0208200.1;KRR1 small subunit processome component, putative;42.6;87.9;156.85;166.97;102.92;161.89;82.76;69.64;28.49;165.82;201.93;135.21;221.25;177.32;54.69;48.46
PF3D7_0208300;PF3D7_0208300.1;conserved Plasmodium protein, unknown function;20.8;69.6;47.92;55.75;28.7;30.08;7.74;12.75;12.23;47.36;67.95;33.14;38.49;14.64;21.11;15.95
PF3D7_0208400;PF3D7_0208400.1;conserved Plasmodium protein, unknown function;31.2;58.4;17.04;30.95;16.23;21.91;16.35;29.59;31.06;15.33;27.09;14.88;16.32;15.96;23.43;26.39
PF3D7_0208500;PF3D7_0208500.1;acyl carrier protein;22.5;75.4;30.38;9.96;2.69;30.7;101.09;83.3;53.26;30.64;15.21;3.94;42.49;99.9;77.7;75.35
PF3D7_0208600;PF3D7_0208600.1;ribosome-recycling factor;37.9;65.1;26.3;11.41;8.92;47.55;57.91;36.59;60.14;24.39;11.15;9.38;65.59;66.7;57.2;64.41
PF3D7_0208700;PF3D7_0208700.1;conserved Plasmodium protein, unknown function, unspecified product;44.1;85;19.5;32.38;29.77;162.44;75.51;72.34;35.49;28.96;42.58;63.55;203.63;119.4;87.51;93.31
PF3D7_0208700;PF3D7_0208700.2;conserved Plasmodium protein, unknown function, unspecified product;44.1;85;19.5;32.38;29.77;162.44;75.51;72.34;35.49;28.96;42.58;63.55;203.63;119.4;87.51;93.31
PF3D7_0208800;PF3D7_0208800.1;conserved Plasmodium protein, unknown function;75.7;94.3;278.06;364.36;228.73;165.18;105.55;117.48;96.02;189.21;253.99;177.07;160.56;147.71;119.02;123.6
PF3D7_0208900;PF3D7_0208900.1;6-cysteine protein P230p;7.7;18.5;1.09;2.5;1.18;5.91;4.37;8.09;10.74;1.6;2.51;1.47;3.03;2.28;4.88;6.3
PF3D7_0209000;PF3D7_0209000.1;6-cysteine protein P230;20.6;41.2;10.11;13.52;7.22;14.59;7.63;14.23;14.26;12.89;15.3;10.79;10.41;5.09;9.53;11.2
PF3D7_0209100;PF3D7_0209100.1;patatin-like phospholipase, putative;51.9;76.3;76.4;69.29;28.64;46.11;52.75;37.79;44.13;78.25;71.01;32.65;35.91;40.84;41.31;40.51
PF3D7_0209200;PF3D7_0209200.1;exosome complex component MTR3, putative;51.5;81.3;26.42;29.87;22.18;125.89;68.59;51.45;37.72;43.72;69.98;64.27;134.12;102.76;48.7;47.95
PF3D7_0209300;PF3D7_0209300.1;2C-methyl-D-erythritol 2,4-cyclodiphosphate synthase;30.7;74.4;10.59;8.96;6.93;89.67;95.09;53.31;43.2;15.4;12.63;14.45;84.61;75.18;89.61;85.18
PF3D7_0209400;PF3D7_0209400.1;conserved protein, unknown function;24.6;63.8;7.68;10.88;11.52;46.04;61.86;56.97;40.74;18.52;24.91;26.54;55.3;80.79;49.22;52.4
PF3D7_0209500;PF3D7_0209500.1;conserved Plasmodium protein, unknown function;10.2;34.5;3.61;9.72;2.2;8.39;1.97;8.03;6.06;4.9;7.9;1.94;3.12;3.12;6.88;6.42
PF3D7_0209600;PF3D7_0209600.1;transporter, putative;19.1;83.9;30.57;9.18;2.13;8.98;36.06;145.62;146.49;34.41;11.4;2.69;8.19;44.5;140.08;131.71
PF3D7_0209700;PF3D7_0209700.1;RING zinc finger protein, putative;57.7;92.4;259.17;247.39;127.8;163.08;59.54;46.35;60.27;214.41;209.77;106.34;111.2;44.31;47.24;51.74
PF3D7_0209800;PF3D7_0209800.1;ATP-dependent RNA helicase UAP56;87.1;96.3;259.49;286.77;332.12;727.17;643.98;178.65;189.88;317.93;377.73;416.28;797.74;834.68;189.92;188.12
PF3D7_0209900;PF3D7_0209900.1;unspecified product;23.3;71.7;48.7;62.28;27.88;44.81;16.64;30.11;13.63;47.64;63.1;24.83;32.15;10.96;15.13;18.04
PF3D7_0210000;PF3D7_0210000.1;secretory complex protein 61 gamma subunit;84;98.9;157.83;129.28;151.57;1136.8;1798.43;1088.52;1127.77;333.27;322.61;314.52;1218.77;4244.07;1453.05;1404.84
PF3D7_0210100;PF3D7_0210100.1;60S ribosomal protein L37ae, putative;82.1;98.3;652.08;813.62;1095.8;707.65;647.17;146.39;132.59;486.92;554.11;806.63;497.11;294.41;122.99;126.7
PF3D7_0210100;PF3D7_0210100.2;60S ribosomal protein L37ae, putative;82.1;98.3;652.08;813.62;1095.8;707.65;647.17;146.39;132.59;486.92;554.11;806.63;497.11;294.41;122.99;126.7
