Gene ID;source_id;Product Description;Min %ile (Within Chosen Samples);Max %ile (Within Chosen Samples)
PF3D7_0215300;PF3D7_0215300.1;acyl-CoA synthetase;15.4;76
PF3D7_0215400;PF3D7_0215400.1;conserved Plasmodium protein, unknown function;57.3;82.1
PF3D7_0215500;PF3D7_0215500.1;conserved Plasmodium protein, unknown function;52.5;74.6
PF3D7_0215600;PF3D7_0215600.1;conserved Plasmodium protein, unknown function;49.9;74.3
PF3D7_0215700;PF3D7_0215700.1;DNA-directed RNA polymerase II subunit RPB2, putative;57.8;81.2
PF3D7_0215800;PF3D7_0215800.1;origin recognition complex subunit 5;18.8;49.8
PF3D7_0215900;PF3D7_0215900.1;palmitoyltransferase DHHC11, putative;7.6;40.7
PF3D7_0216000;PF3D7_0216000.1;DEAD/DEAH box helicase, putative;23.6;53.6
PF3D7_0216100;PF3D7_0216100.1;conserved Plasmodium protein, unknown function;25.3;50.2
PF3D7_0216200;PF3D7_0216200.1;conserved Plasmodium protein, unknown function;36.3;78.9
PF3D7_0216300;PF3D7_0216300.1;conserved Plasmodium protein, unknown function;26.3;64.2
PF3D7_0216400;PF3D7_0216400.1;vacuolar protein sorting-associated protein 45;37.9;77.4
PF3D7_0216500;PF3D7_0216500.1;conserved Plasmodium protein, unknown function;19;41.3
PF3D7_0216600;PF3D7_0216600.1;MtN3-like protein;47.6;84.4
PF3D7_0216700;PF3D7_0216700.1;autophagy-related protein 11, putative;45.4;97.6
PF3D7_0216700;PF3D7_0216700.2;autophagy-related protein 11, putative;45.4;97.6
PF3D7_0216800;PF3D7_0216800.1;TMEM121 domain-containing protein, putative;0;48.2
PF3D7_0216900;PF3D7_0216900.1;conserved Plasmodium protein, unknown function;31.1;47.8
PF3D7_0217000;PF3D7_0217000.1;conserved Plasmodium membrane protein, unknown function;12.6;30.4
PF3D7_0217100;PF3D7_0217100.1;ATP synthase subunit alpha, mitochondrial;35.4;91.1
PF3D7_0217200;PF3D7_0217200.1;conserved Plasmodium protein, unknown function;23.5;34.9
PF3D7_0217300;PF3D7_0217300.1;AP-2 complex subunit sigma, putative;53.8;84.8
PF3D7_0217400;PF3D7_0217400.1;conserved protein, unknown function;66.7;88.6
PF3D7_0217500;PF3D7_0217500.1;calcium-dependent protein kinase 1;12.9;97.4
PF3D7_0217600;PF3D7_0217600.1;conserved Plasmodium protein, unknown function;47.8;67.3
PF3D7_0217700;PF3D7_0217700.1;E2F-associated phosphoprotein, putative;44.2;88.4
PF3D7_0217800;PF3D7_0217800.1;40S ribosomal protein S26;90.2;98.9
PF3D7_0217900;PF3D7_0217900.1;conserved Plasmodium protein, unknown function;14.4;87.5
PF3D7_0218000;PF3D7_0218000.1;replication factor C subunit 2, putative;28.6;88.6
PF3D7_0218100;PF3D7_0218100.1;conserved protein, unknown function;19.8;83.4
PF3D7_0218200;PF3D7_0218200.1;SUZ domain-containing protein, putative;49.8;79.2
PF3D7_0218300;PF3D7_0218300.1;rRNA methyltransferase, putative;31;57.4
PF3D7_0218400;PF3D7_0218400.1;ATP-dependent RNA helicase DDX47, putative;32.8;77.2
PF3D7_0218500;PF3D7_0218500.1;small nuclear ribonucleoprotein Sm D2, putative;69.5;88.9
PF3D7_0218600;PF3D7_0218600.1;patatin-like phospholipase, putative;47.7;84.6
PF3D7_0218700;PF3D7_0218700.1;pre-mRNA-processing protein 45, putative;75.1;91
PF3D7_0218800;PF3D7_0218800.1;ribonuclease P;73.5;88.7
PF3D7_0218900;PF3D7_0218900.1;Plasmodium RNA of unknown function RUF2;48.5;71.6
PF3D7_0219000;PF3D7_0219000.1;small nucleolar RNA snoR01;26.4;54.9
PF3D7_0219100;PF3D7_0219100.1;saccharopine dehydrogenase, putative;18.6;56.6
PF3D7_0219200;PF3D7_0219200.1;40S ribosomal protein S30;93.8;98.5
PF3D7_0219300;PF3D7_0219300.1;conserved Plasmodium protein, unknown function;44.6;63.6
PF3D7_0219400;PF3D7_0219400.1;ribosome associated membrane protein RAMP4, putative, unspecified product;74.5;96.8
PF3D7_0219400;PF3D7_0219400.2;ribosome associated membrane protein RAMP4, putative, unspecified product;74.5;96.8
PF3D7_0219500;PF3D7_0219500.1;pseudouridine synthase, putative;35.8;72.8
PF3D7_0219600;PF3D7_0219600.1;replication factor C subunit 1, putative;18.6;74
PF3D7_0219700;PF3D7_0219700.1;Plasmodium exported protein (PHISTc), unknown function;20.8;95.2
PF3D7_0219800;PF3D7_0219800.1;Plasmodium exported protein (PHISTc), unknown function;45;90.9
PF3D7_0219900;PF3D7_0219900.1;Plasmodium exported protein, unknown function;36.2;93.1
PF3D7_0220000;PF3D7_0220000.1;liver stage antigen 3;86;99.3
PF3D7_0220100;PF3D7_0220100.1;DnaJ protein, putative;28.2;82.3
PF3D7_0220200;PF3D7_0220200.1;Plasmodium exported protein, unknown function;82;98.9
PF3D7_0220300;PF3D7_0220300.1;Plasmodium exported protein, unknown function;33.1;85.8
PF3D7_0220400;PF3D7_0220400.1;DnaJ protein, putative, pseudogene;7.8;39
PF3D7_0220500;PF3D7_0220500.1;Plasmodium exported protein (hyp2), unknown function;24.3;89.3
PF3D7_0220600;PF3D7_0220600.1;Plasmodium exported protein (hyp9), unknown function;56.6;93.3
PF3D7_0220700;PF3D7_0220700.1;Plasmodium exported protein (hyp9), unknown function;43.6;98.4
PF3D7_0220800;PF3D7_0220800.1;cytoadherence linked asexual protein 2;25.7;89
PF3D7_0220900;PF3D7_0220900.1;Plasmodium exported protein, unknown function, pseudogene;0;21.8
PF3D7_0221000;PF3D7_0221000.1;Plasmodium exported protein, unknown function;0;14.8
PF3D7_0221100;PF3D7_0221100.1;Plasmodium exported protein, unknown function, pseudogene;0;20.7
PF3D7_0221200;PF3D7_0221200.1;Plasmodium exported protein (hyp15), unknown function;23.3;89.5
PF3D7_0221300;PF3D7_0221300.1;Plasmodium exported protein, unknown function, pseudogene;0;7.7
PF3D7_0221400;PF3D7_0221400.1;stevor;0;8.3
PF3D7_0221500;PF3D7_0221500.1;Pfmc-2TM Maurer's cleft two transmembrane protein, pseudogene;0;21.8
PF3D7_0221600;PF3D7_0221600.1;Plasmodium exported protein, unknown function, pseudogene;7.5;17.2
PF3D7_0221650;PF3D7_0221650.1;Plasmodium exported protein, unknown function, pseudogene;0;10.3
PF3D7_0221700;PF3D7_0221700.1;Plasmodium exported protein, unknown function;12.6;74.9
PF3D7_0221800;PF3D7_0221800.1;hypothetical protein;11.5;58.6
PF3D7_0221900;PF3D7_0221900.1;erythrocyte membrane protein 1 (PfEMP1), pseudogene;0;6.3
PF3D7_0222000;PF3D7_0222000.1;exported protein family 1;0;7.4
PF3D7_0222100;PF3D7_0222100.1;Pfmc-2TM Maurer's cleft two transmembrane protein;0;16
PF3D7_0222200;PF3D7_0222200.1;exported protein family 3;0;6.4
PF3D7_0222300;PF3D7_0222300.1;exported protein family 4, pseudogene;2;52
PF3D7_0222400;PF3D7_0222400.1;rifin, pseudogene;0;3.7
PF3D7_0222500;PF3D7_0222500.1;rifin;0;9.1
PF3D7_0222600;PF3D7_0222600.1;rifin;0;8.3
PF3D7_0222700;PF3D7_0222700.1;rifin;0;3.1
PF3D7_0222800;PF3D7_0222800.1;stevor;0;6.7
PF3D7_0222900;PF3D7_0222900.1;erythrocyte membrane protein 1 (PfEMP1), exon 2, pseudogene;0;4.8
PF3D7_0223100;PF3D7_0223100.1;rifin;0;12.6
PF3D7_0223200;PF3D7_0223200.1;rifin;0;7.1
PF3D7_0223300;PF3D7_0223300.1;erythrocyte membrane protein 1 (PfEMP1), exon 2;0;4.9
PF3D7_0223400;PF3D7_0223400.1;rifin;0;11.9
PF3D7_0223500;PF3D7_0223500.1;erythrocyte membrane protein 1, PfEMP1;8.2;12.5
PF3D7_0300100;PF3D7_0300100.1;erythrocyte membrane protein 1, PfEMP1;15.2;26.9
PF3D7_0300200;PF3D7_0300200.1;rifin;5;9.8
PF3D7_0300300;PF3D7_0300300.1;erythrocyte membrane protein 1 (PfEMP1), exon 2, pseudogene;0;5.8
PF3D7_0300400;PF3D7_0300400.1;stevor;0;6
PF3D7_0300500;PF3D7_0300500.1;rifin;0;6.3
PF3D7_0300600;PF3D7_0300600.1;Plasmodium exported protein, unknown function, fragment;0;13
PF3D7_0300700;PF3D7_0300700.1;rifin;0;10.7
PF3D7_0300800;PF3D7_0300800.1;rifin;0;7.2
PF3D7_0300900;PF3D7_0300900.1;stevor-like;0;38.4
PF3D7_0301000;PF3D7_0301000.1;acyl-CoA synthetase;2.2;33.8
PF3D7_0301100;PF3D7_0301100.1;Plasmodium exported protein (hyp13), unknown function;0;15.2
PF3D7_0301200;PF3D7_0301200.1;serine/threonine protein kinase, FIKK family;12.7;83.5
PF3D7_0301300;PF3D7_0301300.1;epoxide hydrolase 1;13.7;78.3
PF3D7_0301400;PF3D7_0301400.1;Plasmodium exported protein, unknown function;12.5;82.3
PF3D7_0301500;PF3D7_0301500.1;Plasmodium exported protein, unknown function;37.8;79.1
PF3D7_0301600;PF3D7_0301600.1;Plasmodium exported protein (hyp1), unknown function;24.3;89.6
PF3D7_0301700;PF3D7_0301700.1;Plasmodium exported protein, unknown function;74.4;97.5
PF3D7_0301800;PF3D7_0301800.1;Plasmodium exported protein, unknown function;19.3;97.8
PF3D7_0301900;PF3D7_0301900.1;conserved protein, unknown function;27.2;56
PF3D7_0302000;PF3D7_0302000.1;pre-mRNA-splicing factor PRP46, putative;58.6;78
PF3D7_0302100;PF3D7_0302100.1;serine/threonine protein kinase;49;84.4
PF3D7_0302200;PF3D7_0302200.1;cytoadherence linked asexual protein 3.2;6.1;88
PF3D7_0302300;PF3D7_0302300.1;erythrocyte membrane protein 1 (PfEMP1), pseudogene;8.9;25.5
PF3D7_0302400;PF3D7_0302400.1;unspecified product;8.2;12.6
PF3D7_0302500;PF3D7_0302500.1;cytoadherence linked asexual protein 3.1;12;91.6
PF3D7_0302600;PF3D7_0302600.1;ABC transporter B family member 4, putative;10.6;48.5
PF3D7_0302700;PF3D7_0302700.1;CDGSH iron-sulfur domain-containing protein, putative;33.4;63.1
PF3D7_0302800;PF3D7_0302800.1;RNA-binding protein, putative;35.6;64.6
PF3D7_0302900;PF3D7_0302900.1;exportin-1, putative;62.2;83.9
PF3D7_0303000;PF3D7_0303000.1;N-ethylmaleimide-sensitive fusion protein;43.9;59.5
PF3D7_0303100;PF3D7_0303100.1;CLP1 P-loop domain-containing protein, putative;34.8;65.2
PF3D7_0303200;PF3D7_0303200.1;HAD superfamily protein, putative;58;94.8
PF3D7_0303300;PF3D7_0303300.1;DNA-directed RNA polymerases I, II, and III subunit RPABC2, putative;69.2;84.6
PF3D7_0303400;PF3D7_0303400.1;palmitoyltransferase DHHC1;10.2;73.9
PF3D7_0303500;PF3D7_0303500.1;spindle pole body protein, putative;26.5;68.2
PF3D7_0303600;PF3D7_0303600.1;plasmoredoxin;11.4;54.9
PF3D7_0303700;PF3D7_0303700.1;lipoamide acyltransferase component of branched-chain alpha-keto acid dehydrogenase complex;44.1;87.1
PF3D7_0303800;PF3D7_0303800.1;IBR domain protein, putative;15.5;51.2
PF3D7_0303900;PF3D7_0303900.1;phosphatidylethanolamine-binding protein, putative;19.2;47.8
PF3D7_0304000;PF3D7_0304000.1;inner membrane complex protein 1a, putative;10.9;22.3
PF3D7_0304100;PF3D7_0304100.1;inner membrane complex protein 1e, putative;15.8;85.3
PF3D7_0304200;PF3D7_0304200.1;EH domain-containing protein;50;80.1
PF3D7_0304300;PF3D7_0304300.1;conserved Plasmodium protein, unknown function;14.1;36.7
PF3D7_0304400;PF3D7_0304400.1;60S ribosomal protein L44;96.7;99.8
PF3D7_0304500;PF3D7_0304500.1;1-cys-glutaredoxin-like protein-1;8.8;76.5
PF3D7_0304600;PF3D7_0304600.1;circumsporozoite (CS) protein;8.1;27.5
PF3D7_0304700;PF3D7_0304700.1;conserved Plasmodium protein, unknown function;7.7;24.6
PF3D7_0304800;PF3D7_0304800.1;conserved Plasmodium membrane protein, unknown function;10.1;56.6
PF3D7_0304900;PF3D7_0304900.1;conserved protein, unknown function;48.1;83.1
PF3D7_0305000;PF3D7_0305000.1;elongation factor Ts;49.3;75.3
PF3D7_0305100;PF3D7_0305100.1;conserved Plasmodium protein, unknown function;26.4;58.6
PF3D7_0305200;PF3D7_0305200.1;conserved Plasmodium protein, unknown function;66.8;89.2
PF3D7_0305300;PF3D7_0305300.1;conserved Plasmodium membrane protein, unknown function;79.9;97
PF3D7_0305400;PF3D7_0305400.1;conserved protein, unknown function;30;45.8
PF3D7_0305500;PF3D7_0305500.1;conserved Plasmodium protein, unknown function;56.2;80.6
PF3D7_0305600;PF3D7_0305600.1;DNA-(apurinic or apyrimidinic site) lyase, putative;36.7;93.5
PF3D7_0305700;PF3D7_0305700.1;ubiquitin-conjugating enzyme E2, putative;75.9;86.1
PF3D7_0305800;PF3D7_0305800.1;P-loop containing nucleoside triphosphate hydrolase, putative;13.7;34.2
PF3D7_0305900;PF3D7_0305900.1;conserved Plasmodium protein, unknown function;14.2;54.1
PF3D7_0306000;PF3D7_0306000.1;conserved protein, unknown function;31.2;73.6
PF3D7_0306100;PF3D7_0306100.1;conserved Plasmodium protein, unknown function;58.9;70.6
PF3D7_0306200;PF3D7_0306200.1;activator of Hsp90 ATPase;39.1;86.1
PF3D7_0306300;PF3D7_0306300.1;glutaredoxin 1;60.3;95.8
PF3D7_0306400;PF3D7_0306400.1;FAD-dependent glycerol-3-phosphate dehydrogenase, putative;29;84.9
PF3D7_0306500;PF3D7_0306500.1;cytochrome c oxidase subunit ApiCOX35, putative;35.3;72.4
PF3D7_0306600;PF3D7_0306600.1;ATP synthase-associated protein, putative;26.1;65
PF3D7_0306700;PF3D7_0306700.1;ER membrane protein complex subunit 5, putative;42.3;77.9
PF3D7_0306800;PF3D7_0306800.1;T-complex protein 1 subunit beta;46.2;92.7
PF3D7_0306900;PF3D7_0306900.1;40S ribosomal protein S23, putative;90.3;98.3
PF3D7_0307000;PF3D7_0307000.1;small nucleolar RNA snoR03;18.7;53.6
PF3D7_0307100;PF3D7_0307100.1;40S ribosomal protein S12, putative;92.9;99.5
PF3D7_0307200;PF3D7_0307200.1;60S ribosomal protein L7, putative;96.8;99.8
PF3D7_0307300;PF3D7_0307300.1;microtubule-associated protein RP/EB family, putative;7.2;20.9
PF3D7_0307400;PF3D7_0307400.1;ATP-dependent Clp protease proteolytic subunit;34;86.3
PF3D7_0307500;PF3D7_0307500.1;spindle and kinetochore-associated protein 2, putative;25;70.7
PF3D7_0307600;PF3D7_0307600.1;conserved Plasmodium protein, unknown function;20.7;64.5
PF3D7_0307700;PF3D7_0307700.1;conserved Plasmodium protein, unknown function;33.8;81.5
PF3D7_0307800;PF3D7_0307800.1;conserved Plasmodium protein, unknown function;47;75.1
PF3D7_0307900;PF3D7_0307900.1;conserved Plasmodium protein, unknown function;13.8;37.6
PF3D7_0308000;PF3D7_0308000.1;DNA polymerase delta small subunit, putative;25.9;87.4
PF3D7_0308100;PF3D7_0308100.1;zinc finger protein, putative;13.7;87.5
PF3D7_0308200;PF3D7_0308200.1;T-complex protein 1 subunit eta;64.4;92.9
PF3D7_0308300;PF3D7_0308300.1;conserved Plasmodium protein, unknown function;14.7;93.8
PF3D7_0308400;PF3D7_0308400.1;U4 spliceosomal RNA;0;19.7
PF3D7_0308500;PF3D7_0308500.1;activator of Hsp90 ATPase, putative;73.8;94.5
PF3D7_0308600;PF3D7_0308600.1;pre-mRNA-processing factor 19, putative;57.8;81.9
PF3D7_0308700;PF3D7_0308700.1;conserved protein, unknown function;18.8;84.2
PF3D7_0308800;PF3D7_0308800.1;conserved protein, unknown function;21.9;80.8
PF3D7_0308900;PF3D7_0308900.1;splicing factor 3B subunit 1, putative;49.7;69.5
PF3D7_0309000;PF3D7_0309000.1;dual specificity protein phosphatase;46.7;64.3
PF3D7_0309100;PF3D7_0309100.1;conserved Plasmodium protein, unknown function;30.6;49.7
PF3D7_0309200;PF3D7_0309200.1;serine/threonine protein kinase, putative;52.2;89.1
PF3D7_0309300;PF3D7_0309300.1;N2227-like protein, putative;43.9;69.2
PF3D7_0309400;PF3D7_0309400.1;small nucleolar RNA Me18S-Um1356;0;39.7
PF3D7_0309500;PF3D7_0309500.1;asparagine synthetase [glutamine-hydrolyzing], putative;89.2;93.6
PF3D7_0309600;PF3D7_0309600.1;60S acidic ribosomal protein P2;95.4;99.3
PF3D7_0309700;PF3D7_0309700.1;SECIS-binding protein 2, putative;64.2;82
PF3D7_0309800;PF3D7_0309800.1;YTH domain-containing protein, putative;36.4;71.1
PF3D7_0309900;PF3D7_0309900.1;conserved Plasmodium protein, unknown function;16.9;34.6
PF3D7_0310000;PF3D7_0310000.1;50S ribosomal protein L9, apicoplast, putative;30.9;82.4
PF3D7_0310100;PF3D7_0310100.1;calcium-dependent protein kinase 3;7.4;15.5
PF3D7_0310200;PF3D7_0310200.1;phd finger protein, putative;71.8;94.1
PF3D7_0310300;PF3D7_0310300.1;phosphoglycerate mutase, putative;41.7;78.9
PF3D7_0310400;PF3D7_0310400.1;parasite-infected erythrocyte surface protein;36.1;97.1
PF3D7_0310500;PF3D7_0310500.1;ATP-dependent RNA helicase DHX57, putative;26.2;58.2
PF3D7_0310600;PF3D7_0310600.1;eukaryotic translation initiation factor 3 subunit K, putative, unspecified product;75.7;92
PF3D7_0310600;PF3D7_0310600.2;eukaryotic translation initiation factor 3 subunit K, putative, unspecified product;75.7;92
PF3D7_0310700;PF3D7_0310700.1;trafficking protein particle complex subunit 4, putative;87.5;91.2
PF3D7_0310800;PF3D7_0310800.1;conserved Plasmodium protein, unknown function;89.5;92.6
PF3D7_0310900;PF3D7_0310900.1;conserved Plasmodium protein, unknown function;27.4;62.8
PF3D7_0311000;PF3D7_0311000.1;conserved Plasmodium protein, unknown function;8.3;13.2
PF3D7_0311100;PF3D7_0311100.1;pre-mRNA splicing factor, putative;66.3;87.1
PF3D7_0311200;PF3D7_0311200.1;valine--tRNA ligase, putative;27.6;55.8
PF3D7_0311300;PF3D7_0311300.1;phosphatidylinositol 3- and 4-kinase, putative;37.6;87.2
PF3D7_0311400;PF3D7_0311400.1;kinase-related protein PKRP, putative;15.6;49.2
PF3D7_0311500;PF3D7_0311500.1;conserved protein, unknown function;72.4;90.4
PF3D7_0311600;PF3D7_0311600.1;dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit OST1, putative;28.1;60.5
PF3D7_0311700;PF3D7_0311700.1;plasmepsin VI;13.3;38.7
PF3D7_0311800;PF3D7_0311800.1;ATP synthase F0 subunit d-like protein, putative;29.2;69.6
PF3D7_0311900;PF3D7_0311900.1;heptatricopeptide repeat-containing protein, putative;14.1;37.8
PF3D7_0312000;PF3D7_0312000.1;conserved protein, unknown function;0;75.5
PF3D7_0312100;PF3D7_0312100.1;E3 ubiquitin-protein ligase;24.7;68.8
PF3D7_0312200;PF3D7_0312200.1;tetratricopeptide repeat protein, putative;35;47.2
PF3D7_0312300;PF3D7_0312300.1;26S proteasome regulatory subunit RPN12, putative;58.3;81.8
PF3D7_0312400;PF3D7_0312400.1;glycogen synthase kinase 3;50.2;90.2
PF3D7_0312500;PF3D7_0312500.1;major facilitator superfamily-related transporter, putative;16.2;61.2
PF3D7_0312600;PF3D7_0312600.1;tRNA Valine;0;22.7
PF3D7_0312700;PF3D7_0312700.1;tRNA Isoleucine;0;23.5
PF3D7_0312800;PF3D7_0312800.1;60S ribosomal protein L26, putative;94.8;99.3
PF3D7_0312900;PF3D7_0312900.1;hypothetical protein;11.5;45.9
PF3D7_0313000;PF3D7_0313000.1;conserved Plasmodium protein, unknown function;60.3;75.5
PF3D7_0313100;PF3D7_0313100.1;ubiquitin-protein ligase, putative;48.6;88.5
PF3D7_0313200;PF3D7_0313200.1;conserved protein, unknown function;38;63
PF3D7_0313300;PF3D7_0313300.1;YGGT family protein, putative;41.6;68.3
PF3D7_0313400;PF3D7_0313400.1;conserved Plasmodium protein, unknown function;39.4;75.9
PF3D7_0313500;PF3D7_0313500.1;Ras-like G protein;27.1;65.3
PF3D7_0313600;PF3D7_0313600.1;conserved Plasmodium protein, unknown function;57.9;90.2
PF3D7_0313700;PF3D7_0313700.1;conserved Plasmodium protein, unknown function, unspecified product;11.6;74.2
PF3D7_0313700;PF3D7_0313700.2;conserved Plasmodium protein, unknown function, unspecified product;11.6;74.2
PF3D7_0313800;PF3D7_0313800.1;conserved Plasmodium protein, unknown function;19.4;80.2
PF3D7_0313900;PF3D7_0313900.1;conserved Plasmodium protein, unknown function;7.8;11.2
PF3D7_0314000;PF3D7_0314000.1;HSP20-like chaperone, putative;48.4;90.2
PF3D7_0314100;PF3D7_0314100.1;vesicle transport v-SNARE protein, putative;51.2;90.8
PF3D7_0314100;PF3D7_0314100.2;vesicle transport v-SNARE protein, putative;51.2;90.8
PF3D7_0314200;PF3D7_0314200.1;conserved Plasmodium protein, unknown function;11.8;46
PF3D7_0314300;PF3D7_0314300.1;DER1-like protein;11.4;42.8
PF3D7_0314400;PF3D7_0314400.1;serine/threonine protein phosphatase 6, putative;26.5;84.2
PF3D7_0314500;PF3D7_0314500.1;conserved Plasmodium protein, unknown function;75;94.9
PF3D7_0314600;PF3D7_0314600.1;conserved protein, unknown function;59.4;78.5
PF3D7_0314700;PF3D7_0314700.1;RING finger protein RNF1;31.8;43.8
PF3D7_0314800;PF3D7_0314800.1;conserved Plasmodium protein, unknown function;5.5;58.4
PF3D7_0314900;PF3D7_0314900.1;conserved Plasmodium membrane protein, unknown function;21;74.1
PF3D7_0315000;PF3D7_0315000.1;zinc finger protein, putative;14.2;48.2
PF3D7_0315100;PF3D7_0315100.1;eukaryotic translation initiation factor 4E;71.7;88.1
PF3D7_0315200;PF3D7_0315200.1;circumsporozoite- and TRAP-related protein;7;39.4
PF3D7_0315300;PF3D7_0315300.1;conserved Plasmodium protein, unknown function;14.4;40.1
PF3D7_0315400;PF3D7_0315400.1;conserved Plasmodium protein, unknown function;49.7;96.6
PF3D7_0315500;PF3D7_0315500.1;mitochondrial ribosomal protein L29/L47 precursor, putative;34.2;82.5
PF3D7_0315600;PF3D7_0315600.1;zinc finger protein, putative;21.3;66.3
PF3D7_0315700;PF3D7_0315700.1;conserved Plasmodium membrane protein, unknown function;15.1;42
PF3D7_0315800;PF3D7_0315800.1;zinc finger protein, putative;40.9;70.7
PF3D7_0315900;PF3D7_0315900.1;conserved Plasmodium protein, unknown function;7.9;59.6
PF3D7_0316000;PF3D7_0316000.1;microneme associated antigen;29.4;89.5
PF3D7_0316100;PF3D7_0316100.1;mitochondrial ribosomal protein L27 precursor, putative;27.1;85.9
PF3D7_0316200;PF3D7_0316200.1;conserved Plasmodium protein, unknown function;23.8;68.5
PF3D7_0316300;PF3D7_0316300.1;inorganic pyrophosphatase, inorganic pyrophosphatase, putative;43;96.9
PF3D7_0316300;PF3D7_0316300.2;inorganic pyrophosphatase, inorganic pyrophosphatase, putative;43;96.9
PF3D7_0316400;PF3D7_0316400.1;conserved protein, unknown function;33.7;73.4
PF3D7_0316500;PF3D7_0316500.1;kinetochore protein NUF2, putative;39.1;77.8
PF3D7_0316600;PF3D7_0316600.1;formate-nitrite transporter;69.4;97.2
PF3D7_0316700;PF3D7_0316700.1;protein YOP1, putative;39.9;87.3
PF3D7_0316800;PF3D7_0316800.1;40S ribosomal protein S15A, putative;93;98
PF3D7_0316900;PF3D7_0316900.1;E3 ubiquitin-protein ligase, putative;65.1;88.8
PF3D7_0317000;PF3D7_0317000.1;proteasome subunit alpha type-3, putative;73.5;96.4
